CountryName,CountryCode,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Aruba,ABW,0,0,0.029310471,,,2.138784453,3.605985937,3.98141538,6.16435217,13.48254011,16.50927821,57.05427692,65.05605558,72.10431377,99.64250268,103.3849507,108.1325002,112.2180618,119.2038996,126.2103374,129.72824,,131.8565401,134.873823,135.0658893,135.72178,
Afghanistan,AFG,0,0,0,0,0,0,0,0,0,0,0,0,0.112598381,0.865196277,2.498055472,4.826865367,9.833164022,17.71624331,29.22037376,37.89493697,35.97403913,47.40646435,51.43454705,55.01222617,58.84547053,61.57768158,66.00374446
Angola,AGO,0,0,0,0.009672748,0.015532086,0.016472597,0.026485822,0.055130843,0.07474762,0.177638088,0.185322296,0.521366177,0.940444726,2.269621281,4.63174063,9.738161173,17.83989624,28.01098233,36.98368954,42.84657348,48.10120904,59.82618856,61.40627578,61.87329711,63.4792082,60.84389581,55.27564687
Albania,ALB,0,0,0,0,0,0,0.068840778,0.099059921,0.168397958,0.331772024,0.901406013,11.94887288,26.07553141,33.95706284,39.16395669,47.87802749,60.06734238,73.35038415,58.91235149,78.1845877,85.468247,98.29153459,110.6865316,116.1572081,105.4699657,106.3802068,105.0623124
Andorra,AND,0,0,1.307211734,1.278625641,1.250259142,4.424155104,8.538444783,13.44671556,22.12730607,32.14530928,35.99902139,43.27794118,45.77115817,68.60251444,73.82494308,79.48487497,84.27763597,78.1171579,80.2836099,82.06181111,84.06818386,83.53432222,81.50204186,80.70261809,82.64319489,88.12353305,87.18973316
Arab World,ARB,0.038825634,0.056061866,0.063570087,0.081298004,0.105012027,0.197623255,0.355462105,0.611174873,0.935105895,1.490951415,3.178495929,5.746610803,8.526644585,11.59638248,16.83769437,26.79003996,38.84567204,52.5371804,62.92096881,76.15636662,87.62881812,98.87331389,105.0371746,110.0126103,109.9206739,108.9361734,106.7717208
United Arab Emirates,ARE,1.858734413,2.254085688,2.430181766,3.327734151,4.098632759,5.496642593,7.844957726,11.85794673,17.91459445,28.76186046,47.18932233,60.95911885,75.31310009,88.21926159,100.6685238,109.2858728,113.2014286,133.3628641,137.6413795,138.2668687,129.4316308,131.3980376,149.6390858,171.8737993,178.0615447,187.3480233,204.0205231
Argentina,ARG,0.036781751,0.075585347,0.138988317,0.329780857,0.701068622,1.163818921,1.891500329,5.62910957,7.396595596,10.54064245,17.58105905,18.08742442,17.4519491,20.6535373,35.27228837,57.32899426,80.81882641,102.7215283,117.2211834,131.1294492,141.383022,149.0906224,156.564756,162.5274217,146.4823886,146.7017843,150.6656849
Armenia,ARM,0,0,0,0,0,0,0.009453508,0.15935483,0.251561377,0.263783931,0.568447429,0.833474947,2.341613166,3.767384533,6.719510373,10.54901346,41.95135986,62.7586975,48.43008603,73.83377008,130.4322327,108.336201,111.9146632,112.4206552,115.9232102,115.8898894,114.7796321
American Samoa,ASM,0,0,1.411375688,1.774273041,2.316289305,2.364110905,2.410710974,2.548141677,2.683411152,3.170800451,3.463022843,3.7059956,3.466771101,3.552277687,3.796699403,,,,,,,,,,,,
Antigua and Barbuda,ATG,0,,,,,,1.850665528,1.938199136,2.021399887,11.17818019,28.3329899,31.65678975,47.73834812,56.98111342,66.08091241,104.1603585,132.0006709,133.1575767,160.0393678,156.3441483,192.5532769,199.6642164,143.0138432,127.0856254,132.0539476,191.6751977,194.0826361
Australia,AUS,1.081736077,1.682627998,2.835372025,3.892879466,6.807810813,12.37017796,21.7568676,24.66137476,26.16715738,33.18891382,44.45626668,57.12450962,64.2670099,71.9035383,81.50958522,89.76286231,94.70140374,100.0646043,102.1940537,100.7390114,100.4263074,104.610551,105.585695,106.8434974,106.0508708,107.7201488,109.6064682
Austria,AUT,0.96086037,1.493599184,2.211730703,2.805498884,3.504549191,4.80296973,7.475118128,14.47070198,28.62886002,53.07787628,76.26932886,81.26031128,83.24472516,89.33569564,97.54481697,105.1755856,112.124675,119.2569828,129.6551516,136.57901,145.6928199,154.426039,160.5397387,156.2304116,151.9112515,157.4082637,166.1389108
Azerbaijan,AZE,0,0,0,0,0.006514549,0.077212068,0.216497822,0.504939253,0.814081353,4.597452067,5.178780011,8.907406533,9.592056203,12.62937463,17.20615651,26.18119583,38.35542641,51.52721935,73.75810024,86.32194952,100.0593201,109.9720704,108.7683381,107.6134072,110.9053634,111.2826317,106.2845688
Burundi,BDI,0,0,0,0.005879704,0.006184101,0.009082238,0.008912568,0.009718077,0.009615874,0.012222561,0.244520537,0.488582584,0.738874924,0.881016032,1.338877194,1.969012632,2.486764507,3.241953471,5.572453585,10.31456575,18.1747416,20.06827414,22.81446021,24.96258806,30.46201036,46.2209572,48.04065322
Belgium,BEL,0.429735061,0.513631256,0.611545879,0.671587939,1.264320986,2.315095365,4.694050625,9.548274196,17.1799361,31.11171947,54.81877375,74.72253301,78.36155617,82.86829993,87.46025396,91.40294897,93.00741585,100.5624899,105.283158,108.4032585,111.0841886,113.5309512,111.3315482,110.9031799,114.2699575,114.2235584,111.0129108
Benin,BEN,0,0,0,0,0,0.017541931,0.043828702,0.067517635,0.096020877,0.107840809,0.79828865,1.742181889,2.950472734,3.08093958,5.797473518,7.28722342,12.50317546,23.56334604,40.40173435,54.46885832,74.39604921,79.40049868,83.65431589,93.25782193,81.70596565,85.64432269,79.64830208
Burkina Faso,BFA,0,0,0,0,0,0,0.00506143,0.014092851,0.024890963,0.044637705,0.217480374,0.637748952,0.902809026,1.880815092,3.037679629,4.720290206,7.354840819,13.05253397,20.62907931,25.3304628,36.72938024,48.02719397,60.60765215,66.37728295,71.7259882,80.64303328,83.62763173
Bangladesh,BGD,0,0,0.000222359,0.00043517,0.000940619,0.0020856,0.00326795,0.020809104,0.058833439,0.114644643,0.210751714,0.385958523,0.784635571,0.980702181,1.969454675,6.28776238,13.20573922,23.46762823,30.16828408,34.35334451,44.94535882,55.19256723,62.82023906,74.42964608,80.03535051,81.89932116,77.88240574
Bulgaria,BGR,0,0,0,0.011692572,0.076908205,0.250295641,0.321320979,0.853688207,1.561842059,4.339230099,9.224411944,19.53377787,33.00364603,44.84272118,61.07153717,81.27954474,108.2720221,130.8646368,138.9755558,140.4048536,138.0389827,142.8461575,148.1311121,145.1876887,132.351139,129.271715,127.2292355
Bahrain,BHR,1.037818786,1.442965201,1.852315921,2.120546339,3.207749877,4.895960832,6.913956774,9.799631738,14.90809458,20.82466731,30.78644018,42.87476619,53.10146463,57.39322693,79.19074229,87.21698081,95.42373897,108.1005238,129.0979339,117.6607732,125.2084477,131.009991,161.1670576,165.9088811,173.2739335,185.2619572,216.9258305
"Bahamas, The",BHS,0.749791291,0.773644017,0.977087303,0.885634717,,1.464024281,1.744231135,2.161446077,2.784158716,5.422195868,10.58708553,19.98481873,39.3992344,38.72582567,57.69447891,69.21279415,75.37855087,109.340767,102.7875065,101.2186453,118.8292307,81.5628489,80.65383375,76.05187427,82.29635806,80.29307262,91.81818877
Bosnia and Herzegovina,BIH,0,0,0,0,0,0,0.043034507,0.254525031,0.691629718,1.402104049,2.435501689,11.46353529,19.21141303,27.58857728,36.21150774,41.09375467,48.7159617,63.34032541,82.33282857,84.52795238,80.87078571,82.60007887,87.57471473,91.09530785,91.27895029,90.15196021,89.24919928
Belarus,BLR,0,0,0,0.003162103,0.016869419,0.057875715,0.064472565,0.080697147,0.120576083,0.23375711,0.494446704,1.394421246,4.695385079,11.42668966,23.03795343,42.41718896,61.95195003,72.61067076,85.05828031,101.6840082,108.8697059,113.1688625,113.5179254,118.786176,122.5011386,123.6360037,124.1695225
Belize,BLZ,0,0,0,0.201592581,0.411172831,0.747480214,1.028369629,1.164387324,1.570531759,2.842663676,7.046515722,15.96872731,20.54645981,23.38066005,28.29761545,35.30450132,42.2961808,41.34020042,54.51721037,53.74564807,62.93070205,70.31965347,53.20712214,52.61072612,50.712566,60.974459,63.87061558
Bermuda,BMU,1.859593966,2.393935364,3.200793585,5.592013289,8.390338101,10.29850017,12.9329206,16.57633243,20.18755219,20.46133926,20.68844789,21.12459598,47.32383702,62.83281758,76.66911799,82.19904267,93.41436498,106.9568452,122.1643187,131.1485527,135.794676,,139.5363101,144.3197992,90.88006599,57.94626247,
Bolivia,BOL,0,0.004240494,0.021773635,0.036460894,0.054342489,0.094677895,0.427823762,1.484397923,2.935775674,5.050749735,6.858168503,8.996551647,11.57177993,14.18292347,19.60018982,25.88431131,30.21985533,33.63225131,51.23601575,64.68655431,70.68598048,80.90771949,90.44349501,97.69945273,96.33724828,92.1838516,90.74927347
Brazil,BRA,0.000445712,0.004403447,0.020698847,0.115915349,0.360031692,0.794074075,1.519628432,2.725767586,4.347740579,8.739617433,13.28797717,16.24346532,19.44379918,25.51445011,35.65289881,46.31418452,53.11025849,63.67475185,78.5549801,87.54187651,100.8810115,119.0023853,125.0018521,135.3050481,138.9514906,126.5922645,118.922999
Barbados,BRB,0,0.186797348,0.305024084,0.59607052,1.130539817,1.753272662,2.380970426,3.028276003,4.521988167,7.628652994,10.6542161,19.79567344,36.06098158,51.69027189,73.5247332,75.37065739,86.2492407,93.23830793,103.972136,120.8077962,124.8452189,123.4606322,123.3298378,108.1027529,106.7781561,116.4566825,114.9950327
Brunei Darussalam,BRN,0.689684699,1.144394171,1.508816445,2.969404832,5.43654522,12.16292716,14.38757599,14.52062574,15.48765187,20.33892037,28.63161956,42.16988977,44.35447321,50.15283516,56.11299429,63.31987548,80.4383275,95.9883599,102.793692,104.6861055,108.6214859,109.015478,113.9487384,112.2144457,106.8167909,108.1311153,120.6674535
Bhutan,BTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365843964,3.019121524,5.53491068,12.33202317,21.99686472,36.61427504,48.10756491,54.99993723,66.37918152,75.6097824,72.19831102,81.57982737,87.0290974,88.78093119
Botswana,BWA,0,0,0,0,0,0,0,0,0.897675617,5.33356832,12.65769422,18.63146249,18.36751842,24.28121327,28.18941102,30.05546952,43.41214719,60.13830503,76.83593118,96.02329234,120.0102471,145.9838697,153.7856491,160.6410528,167.2975939,169.0030004,158.5343822
Central African Republic,CAF,0,0,0,0,0,0.001343226,0.031967296,0.040003118,0.046681951,0.116598212,0.136519203,0.296972634,0.334461655,1.04448569,1.540992322,2.524680647,2.728105589,8.278756443,13.61972672,20.24357708,22.51148929,22.37140338,25.26102109,29.46657548,24.53960893,25.86868182,25.48780926
Canada,CAN,2.110674786,2.769888481,3.621301434,4.648371087,6.435664704,8.840378661,11.82226558,14.04583637,17.73689555,22.72196984,28.42909462,34.36625958,37.94941948,42.07126881,47.06386648,52.75959279,57.49320536,61.47310755,66.20487722,70.54830532,75.676078,77.82549309,79.56833775,80.61008074,81.0393165,82.97723837,84.06444554
Central Europe and the Baltics,CEB,0.002597791,0.011661181,0.040827293,0.099847911,0.264693078,0.501823664,1.109543555,2.84876704,5.710329757,10.87733514,20.66495898,32.42652751,44.06820564,53.93107791,67.51983911,81.79641151,96.49349918,110.4606381,118.2050008,118.7188854,120.6792463,123.5808771,127.9636271,130.1825142,129.1291335,126.0254949,127.4746973
Switzerland,CHE,1.873666451,2.58986839,3.15607763,3.740083886,4.772581632,6.372585485,9.387357671,14.72994464,23.878032,42.84137752,64.73332728,73.26690722,79.21417229,84.90784638,85.43372768,92.24719407,99.3850712,108.5154861,116.25028,120.4037109,123.1609109,127.383212,132.0563723,136.7772396,136.6773982,136.4697443,135.6196304
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,0.105350944,0.268539847,0.470127826,0.610285808,0.814454288,1.366430697,2.178877112,2.75502543,6.397437861,14.80909023,22.01007195,32.61518474,39.47217874,45.43908728,57.28133939,64.69417543,75.43868865,83.7200337,87.91177733,96.81312008,115.7513836,128.9269073,137.0811793,134.2890529,133.240814,129.4703901,127.1180653
China,CHN,0.001571868,0.004018906,0.014759086,0.052592372,0.127903776,0.293245078,0.549163873,1.052726386,1.886071369,3.401326149,6.658707962,11.24474524,15.90376731,20.72082242,25.55100154,29.84470593,34.76674887,41.01687431,47.75671627,55.29808341,63.17027802,72.0713209,80.76271455,88.70833462,92.27349082,92.18011871,96.87787265
Cote d'Ivoire,CIV,0,0,0,0,0,0,0.09259594,0.239327506,0.590886388,1.627198864,2.93188436,4.436889916,6.159273168,7.573690548,9.766100444,13.5071853,23.01735374,41.60500652,57.22349848,70.87826244,82.20152116,89.44962943,91.22862939,95.44605196,106.2476093,119.3109704,126.0146009
Cameroon,CMR,0,0,0,0,0.011810778,0.020101116,0.024446549,0.02855312,0.033095248,0.03867561,0.648423286,2.552194314,4.18010464,6.253165411,8.661224693,12.41890525,16.84911141,23.75158108,31.44110653,39.81367836,41.8760103,49.56740015,60.40682443,70.3904685,75.6851331,71.84542948,68.11383605
"Congo, Dem. Rep.",COD,0,0,,,,0.020232062,0.016696581,0.020191297,0.022241527,0.026150001,0.031949396,0.311416239,1.130925646,2.444905248,3.792769423,5.082723491,7.942801654,11.52690544,16.89524742,15.63752578,19.00647586,24.47130767,30.58009217,41.81656407,53.49321638,52.98907151,39.48110435
"Congo, Rep.",COG,0,0,0,0,0,0,0.035745282,,0.114474547,0.164233601,2.239137305,4.679258656,6.754536548,9.811447759,11.12402678,15.75537552,25.16003031,34.25590964,46.61451448,73.79715284,90.44274713,91.93909914,98.75682808,104.7695043,108.1495742,111.6643425,113.3471493
Colombia,COL,0,0,0,0,0.24169275,0.750781397,1.404166019,3.336985973,4.667668497,5.012308803,5.656428656,8.05071461,11.15236825,14.7740697,24.45605295,50.59739682,67.88728318,76.27493489,91.61012359,92.04640981,95.76455258,98.13425332,102.8549384,104.0845439,113.0811454,115.7447743,117.0901968
Comoros,COM,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350575206,1.431185075,2.584009868,5.981418464,9.815151975,14.12941193,18.40512718,24.19595919,30.91017629,39.51356301,47.28425115,50.90120382,55.16285786,57.65843875
Cabo Verde,CPV,0,0,0,0,0,0,0,0.004789708,0.239474846,1.858266846,4.459276806,6.988944394,9.354227469,11.42376199,13.89003267,17.07319111,22.58745902,31.46741973,57.29277356,59.83377049,76.26543014,80.81218046,86.02531144,100.1124481,121.7897017,118.5837522,122.0229832
Costa Rica,CRI,0,0,0.093024176,0.136853257,0.205830135,0.539072399,1.304630033,1.760159868,2.900080921,3.596761254,5.385144702,8.146131245,12.27400192,18.65912118,21.73836456,25.49240416,32.86782699,33.79212704,41.62122844,42.38509644,66.9932126,87.66035275,111.9199133,145.9716479,142.1782166,150.6620506,159.2314897
Caribbean small states,CSS,0.034895138,0.098208486,0.23187363,0.407774046,0.630540947,1.09438499,1.375131879,1.732894934,2.257219077,4.110624057,11.20844431,18.84024547,31.43276044,43.08084245,55.34427778,65.16617643,82.94775753,94.78155491,103.9363771,111.0521354,114.477539,107.9535208,104.2195293,109.4297757,111.7536122,113.9554263,117.231272
Cuba,CUB,0,0,0.002175148,0.00462041,0.010589381,0.017736898,0.022102299,0.027158313,0.036659711,0.046263685,0.058679798,0.076766381,0.159211568,0.314389406,0.672354824,1.200257384,1.351328632,1.75418261,2.936664083,5.502396795,8.890583462,11.66313248,14.92016162,17.71492741,22.47839584,29.65072755,35.49171001
Curacao,CUW,,,,,,,,,,,,,,,,,,,,140.2496774,138.2651125,136.1469876,131.8166305,128.1821618,118.9902123,115.824836,112.0581172
Cayman Islands,CYM,0,2.132692381,3.605576235,4.397598771,6.032274164,8.000757767,,11.54343185,13.69826718,21.12534539,25.66870577,39.24556179,42.46569219,45.70733403,71.46028457,166.4747136,185.0217887,197.1887628,185.8047324,200.2745279,181.174224,170.9810781,171.6762203,167.7693163,153.7483538,155.4921874,157.6842556
Cyprus,CYP,0.411682066,0.655184655,1.216371494,1.867090695,2.739958383,5.196816887,8.105505207,10.32497954,12.82201225,16.38578873,23.14502373,32.69487385,42.6515777,55.27790635,64.79829104,75.78090348,82.77911008,92.9655393,129.4054983,121.1152274,124.9330675,128.4975265,128.5953235,127.5810419,130.1924519,131.7901791,134.4775234
Czech Republic,CZE,0,0.012023234,0.044996981,0.135784868,0.294173605,0.472956237,1.939566548,5.104522953,9.381611565,18.93412681,42.3984415,67.90006485,84.29721942,95.14729054,105.6300232,115.1035371,120.7427007,127.9639191,132.350961,124.5668165,122.5551112,124.0943746,126.8464851,128.1914358,129.539048,115.5656089,115.4745669
Germany,DEU,0.338698748,0.656885288,1.190674527,2.157949827,3.009651998,4.479975831,6.609990079,9.912481627,16.66213257,28.08210875,57.71833398,67.14964818,70.65529898,77.33760059,85.06020667,94.55486999,102.2828888,115.1403608,126.5575074,126.2280577,106.4836959,109.6595675,111.5940398,120.9211651,120.4201855,116.7122833,114.5288178
Djibouti,DJI,0,0,0,0,0,0,0.016274814,0.029510232,0.031432074,0.039345073,0.031816868,0.408868633,2.014953643,3.046014687,4.50288335,5.672656567,5.690729661,8.70663211,13.93013208,15.66875338,19.85681673,22.80161957,24.71558258,27.96586676,32.38686559,34.94105538,37.8178544
Dominica,DMA,0,0,0,0,0,0,0.647963343,0.785799084,0.924674586,1.144459386,1.722183154,11.06804479,17.43832908,33.95186845,59.49235691,73.71494996,101.1458481,125.7150929,128.3805708,138.7402107,148.3370101,152.5524853,152.4747503,129.9598628,102.1357183,106.2933407,107.4325157
Denmark,DNK,2.88347134,3.413512849,4.081427044,6.889123885,9.661657764,15.71430701,25.05702382,27.36597973,36.44494478,49.41497271,63.00812452,73.95702529,83.40020495,88.56084311,95.70911343,100.5816868,107.1170645,115.3715804,119.3024732,123.6993991,115.669923,128.661526,130.2798977,125.1295938,126.9503442,125.0370073,122.8939236
Dominican Republic,DOM,0.043698337,0.075821226,0.095352766,0.134804055,0.267922366,0.701670075,1.016767731,1.714916352,2.494884143,4.977015979,8.142637879,14.43390143,19.032561,23.06075038,27.52205864,38.77928523,48.58664735,57.33593759,73.95219275,87.30861627,88.7787084,86.43207979,86.93709732,88.43350015,78.86382636,82.5867021,80.83152181
Algeria,DZA,0.001791178,0.017777422,0.017363261,0.016979454,0.004688247,0.016001794,0.039202273,0.057339703,0.05840281,0.230206295,0.27112703,0.311040075,1.382262358,4.384169991,14.59120666,40.22671305,60.85091077,78.53288666,75.6646235,89.95836607,88.44487548,94.31443964,97.52089467,100.7877205,108.4380562,106.3843412,117.0201102
East Asia & Pacific (excluding high income),EAP,0.011397838,0.021702255,0.042832306,0.091276359,0.182546738,0.382200086,0.670649276,1.116128529,1.730428954,2.983739405,5.715763227,9.755634224,14.08030185,18.49917843,23.56947995,28.14687957,33.7924501,42.56811922,52.38219007,60.6524073,69.92416115,79.87846384,88.68077413,95.68772195,100.7837335,101.3649043,107.2224257
Early-demographic dividend,EAR,0.009222367,0.019028089,0.034290534,0.053477298,0.102427571,0.183785832,0.345707682,0.651651078,1.049791666,1.887530108,3.290524631,4.682102734,6.084134909,8.354933943,11.73812355,17.37146927,25.49975121,35.03480717,45.63990503,56.25815829,68.87953691,78.43386487,80.68365807,84.4554131,87.50803303,90.63662074,96.16582051
East Asia & Pacific,EAS,0.088997187,0.146244753,0.213171109,0.312817357,0.576998231,1.247704152,2.474717191,3.725149931,5.294958888,7.820842028,11.39397119,15.81584052,20.3257929,24.74001751,29.60996318,34.07117549,39.47870679,48.03977794,57.10186039,64.94370914,73.73623434,83.2737837,91.63290721,98.26934195,103.2511485,104.0539066,109.5728099
Europe & Central Asia (excluding high income),ECA,0.008396295,0.013071236,0.019148966,0.028062038,0.062636816,0.161259246,0.314893302,0.692778318,1.442931128,3.214429215,6.650761597,10.28485683,15.47125562,23.6541812,39.50588977,60.9353949,80.21752083,94.73271651,108.0201627,117.891357,122.4429212,119.3221924,121.7697096,126.0283513,127.5431703,128.8272493,128.9926049
Europe & Central Asia,ECS,0.41460206,0.56439764,0.744279956,1.102596262,1.793815607,2.844323023,4.475722921,7.183478351,12.26972622,21.31433246,34.11230295,41.98483842,47.62051596,55.08667549,66.08459731,80.95371758,94.45858616,106.1699188,114.8874864,119.2738141,120.1242905,120.3142925,122.5584295,125.1819269,125.203626,125.1487025,125.1085847
